"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL375685";"";"None";"453.45";"1";"6.61";"4m";"Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Br)cc4)s2)N3C)cc1";"IC50";"'='";"1840.0";"nM";"5.74";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL890744";"Inhibition of human SERT in HEK cells assessed as [3H]serotonin reuptake";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146223";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";""
"CHEMBL388612";"";"None";"463.86";"1";"7.50";"4i";"CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Cl)c(Cl)c3)s1)[C@@H](c1ccc(Cl)cc1)C2";"IC50";"'='";"5300.0";"nM";"5.28";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL890744";"Inhibition of human SERT in HEK cells assessed as [3H]serotonin reuptake";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146223";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";""
"CHEMBL227232";"";"None";"439.97";"1";"6.11";"4f";"CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc([N+](=O)[O-])cc3)s1)[C@@H](c1ccc(Cl)cc1)C2";"IC50";"'='";"3600.0";"nM";"5.44";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL890744";"Inhibition of human SERT in HEK cells assessed as [3H]serotonin reuptake";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146223";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";""
"CHEMBL388759";"";"None";"473.87";"1";"6.96";"4d";"CN1[C@H]2CC[C@@H]1[C@@H](c1ncc(-c3ccc(Br)cc3)s1)[C@@H](c1ccc(Cl)cc1)C2";"IC50";"'='";"8220.0";"nM";"5.08";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL890744";"Inhibition of human SERT in HEK cells assessed as [3H]serotonin reuptake";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146223";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";""
"CHEMBL451120";"";"None";"352.30";"1";"5.02";"30";"CSc1ccc(Oc2ccc(Br)cc2CN(C)C)cc1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"24.69";"0.59";"3.68";"69.76";"0";"CHEMBL1012267";"Inhibition of [3H]5HT reuptake at human serotonin transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";""
"CHEMBL1080726";"";"None";"451.01";"0";"4.60";"19";"Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1C";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"17.65";"0.34";"3.36";"19.65";"1";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307715";"";""
"CHEMBL1086754";"";"None";"485.46";"1";"5.25";"5";"Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1C";"IC50";"'='";"62.0";"nM";"7.21";"";"";"UO_0000065";"14.85";"0.30";"1.96";"17.79";"1";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307715";"";""
"CHEMBL1214428";"";"None";"519.90";"2";"5.90";"58";"Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccc(Cl)cc2)n1C";"IC50";"'='";"733.0";"nM";"6.13";"";"";"UO_0000065";"11.80";"0.25";"0.23";"15.14";"0";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307715";"";""
"CHEMBL1214489";"";"None";"584.42";"2";"6.78";"60";"CCCn1c(-c2ccc(Cl)cc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C.Cl";"IC50";"'='";"1159.0";"nM";"5.94";"";"";"UO_0000065";"10.83";"0.23";"-0.84";"14.65";"0";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307715";"";""
"CHEMBL3217141";"";"None";"618.26";"0";"4.63";"61";"Cc1[nH]c(-c2ccccn2)cc1C(=O)NCCCN1CCN(c2cccc(Cl)c2Cl)CC1.Cl.Cl.Cl.Cl";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"15.99";"0.32";"2.92";"11.75";"0";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307715";"";""
"CHEMBL1214546";"";"None";"514.50";"2";"5.52";"65";"CCCn1c(-c2cccnc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C";"IC50";"'='";"133.0";"nM";"6.88";"";"";"UO_0000065";"13.36";"0.27";"1.36";"12.88";"0";"CHEMBL1217369";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212860";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"CHEMBL3307715";"";""
"CHEMBL1643509";"";"None";"293.20";"0";"4.54";"10, FME";"NC1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21";"IC50";"'='";"650.0";"nM";"6.19";"";"";"UO_0000065";"21.10";"0.44";"1.65";"21.15";"0";"CHEMBL1647931";"Inhibition of human recombinant 5HT transporter";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641425";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";""
"CHEMBL1272041";"";"None";"433.98";"0";"2.27";"16h";"COc1c(C)nc(C)nc1C(=O)NCCN1CCN(c2cccc(C)c2C)CC1.Cl";"IC50";"'='";"2096.0";"nM";"5.68";"";"";"UO_0000065";"14.29";"0.27";"3.41";"8.04";"0";"CHEMBL1272921";"Displacement of [3H]imipramine from human recombinant SERT receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1268978";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";""
"CHEMBL460204";"";"None";"295.40";"0";"3.44";"32e";"COc1ccc(F)cc1CCCCC1CCC(CCN)O1";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"25.42";"0.49";"4.07";"16.88";"0";"CHEMBL1031548";"Inhibition of [3H]serotonin reuptake at human SERT expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152751";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3307715";"";""
"CHEMBL451500";"";"None";"635.82";"2";"6.70";"22";"COc1ccc(F)c(CCCC2CCC(CCNCCCCCN3N=C(c4ccc(OC)c(OC)c4)[C@H]4CC=CC[C@H]4C3=O)O2)c1";"IC50";"'='";"194.0";"nM";"6.71";"";"";"UO_0000065";"10.56";"0.20";"0.01";"8.22";"0";"CHEMBL1019481";"Displacement of [3H]serotonin from human recombinant SERT expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152805";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";""
"CHEMBL41";"FLUOXETINE";"4.0";"309.33";"0";"4.44";"Fluoxetine";"CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1";"IC50";"'='";"7.3";"nM";"8.14";"";"";"UO_0000065";"26.30";"0.51";"3.70";"38.27";"1";"CHEMBL1019481";"Displacement of [3H]serotonin from human recombinant SERT expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152805";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";""
"CHEMBL403441";"";"None";"310.44";"0";"3.27";"1";"CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"25.40";"0.47";"4.62";"32.19";"0";"CHEMBL948896";"Inhibition of [3H]5HT uptake at human 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141595";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";""
"CHEMBL403071";"";"None";"261.75";"0";"4.16";"19";"CNCc1ccccc1Oc1ccc(Cl)cc1C";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"29.59";"0.59";"3.58";"36.43";"0";"CHEMBL948896";"Inhibition of [3H]5HT uptake at human 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141595";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";""
"CHEMBL256819";"";"None";"279.74";"0";"4.33";"14";"CN(C)Cc1ccccc1Oc1ccc(Cl)cc1F";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"29.39";"0.59";"3.89";"65.93";"0";"CHEMBL948896";"Inhibition of [3H]5HT uptake at human 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141595";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";""
"CHEMBL402999";"";"None";"276.38";"0";"1.40";"rac-9j";"CCN(CCOC)C(=O)C1(c2ccccc2)CC1CN";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"21.30";"0.40";"4.49";"10.59";"0";"CHEMBL932889";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143218";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL438889";"";"None";"401.32";"0";"4.05";"31";"CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1Cl";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"19.74";"0.43";"3.87";"13.51";"0";"CHEMBL948896";"Inhibition of [3H]5HT uptake at human 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141595";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";""
"CHEMBL256817";"";"None";"279.74";"0";"4.33";"15";"CN(C)Cc1ccccc1Oc1ccc(F)cc1Cl";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"26.79";"0.54";"3.16";"60.10";"0";"CHEMBL948896";"Inhibition of [3H]5HT uptake at human 5HT transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141595";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";""
"CHEMBL408016";"";"None";"330.43";"0";"1.93";"15d";"CCN(CC1CC1)C(=O)[C@@]1(c2ccc3c(c2)OCCO3)C[C@H]1CN";"IC50";"'='";"540.0";"nM";"6.27";"";"";"UO_0000065";"18.97";"0.36";"4.34";"9.67";"0";"CHEMBL930495";"Inhibition of human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143081";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL118075";"O-863";"None";"747.78";"None";"None";"O-863,12";"";"IC50";"'='";"264.0";"nM";"6.58";"";"";"UO_0000065";"8.80";"None";"None";"None";"1";"CHEMBL806863";"Inhibition of [3H]- citalopram binding to serotonin transporter of Cynomolgus monkey caudate-putamen";"B";"BAO_0000221";"tissue-based format";"monkey";"CHEMBL3638267";"Caudate-putamen";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130345";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL224819";"";"None";"338.24";"0";"3.19";"3d";"COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Br)cc1)N2C";"IC50";"'='";"84.0";"nM";"7.08";"";"";"UO_0000065";"20.92";"0.48";"3.89";"23.95";"0";"CHEMBL915414";"Displacement of [3H]paroxetine from 5HTT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149262";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL2079586";"";"None";"277.34";"0";"2.57";"2b, WIN-35428";"COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C";"IC50";"'='";"692.0";"nM";"6.16";"";"";"UO_0000065";"22.21";"0.42";"3.59";"20.85";"0";"CHEMBL915414";"Displacement of [3H]paroxetine from 5HTT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149262";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL599608";"";"None";"318.85";"0";"2.37";"9a";"CNC[C@@H](O)[C@H](c1ccccc1)N1CCc2ccccc21.Cl";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"26.69";"0.49";"5.17";"21.23";"0";"CHEMBL1072382";"Inhibition of serotonin uptake at human SERT expressed in human JAR cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157549";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307657";"";""
"CHEMBL610514";"";"None";"336.84";"0";"2.51";"9b";"CNC[C@@H](O)[C@H](c1cccc(F)c1)N1CCc2ccccc21.Cl";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"25.56";"0.48";"5.17";"21.63";"0";"CHEMBL1072382";"Inhibition of serotonin uptake at human SERT expressed in human JAR cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"JAR";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157549";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307657";"";""
"CHEMBL1080745";"";"None";"493.10";"1";"5.72";"19";"Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1CC(C)C";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"14.11";"0.27";"1.24";"17.18";"0";"CHEMBL1100588";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells after 30 mins by rapid filtration assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154983";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";""
"CHEMBL1081302";"";"None";"527.11";"2";"6.11";"22";"Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3)CC2)cc(-c2ccccc2)n1Cc1ccccc1";"IC50";"'='";"235.0";"nM";"6.63";"";"";"UO_0000065";"12.58";"0.24";"0.52";"16.36";"0";"CHEMBL1100588";"Displacement of [3H]imipramine from human SERT expressed in HEK293 cells after 30 mins by rapid filtration assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154983";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";""
