cmpd_id,subset,fold
CHEMBL363396,train_valid,0
CHEMBL2338035,train_valid,0
CHEMBL133070,train_valid,0
CHEMBL1944975,train_valid,0
CHEMBL3323088,train_valid,0
CHEMBL1944977,train_valid,0
CHEMBL195437,train_valid,0
CHEMBL1945781,train_valid,0
CHEMBL1945778,train_valid,0
CHEMBL114275,train_valid,0
CHEMBL2206533,train_valid,0
CHEMBL2206532,train_valid,0
CHEMBL2048522,train_valid,0
CHEMBL2113054,train_valid,0
CHEMBL605209,train_valid,0
CHEMBL578815,train_valid,0
CHEMBL2338041,train_valid,0
CHEMBL516825,train_valid,0
CHEMBL202420,train_valid,0
CHEMBL1947088,train_valid,0
CHEMBL1790051,train_valid,0
CHEMBL372312,train_valid,0
CHEMBL2021580,train_valid,0
CHEMBL598825,train_valid,0
CHEMBL2337606,train_valid,0
CHEMBL2337592,train_valid,0
CHEMBL600645,train_valid,0
CHEMBL608151,train_valid,0
CHEMBL381127,train_valid,0
CHEMBL239302,train_valid,0
CHEMBL2206522,train_valid,0
CHEMBL432394,train_valid,0
CHEMBL1944831,train_valid,0
CHEMBL189367,train_valid,0
CHEMBL578610,train_valid,0
CHEMBL253387,train_valid,0
CHEMBL186119,train_valid,0
CHEMBL2048524,train_valid,0
CHEMBL239301,train_valid,0
CHEMBL2206512,train_valid,0
CHEMBL596809,train_valid,0
CHEMBL1944833,train_valid,0
CHEMBL362783,train_valid,0
CHEMBL188964,train_valid,0
CHEMBL426304,train_valid,0
CHEMBL559741,train_valid,0
CHEMBL204254,train_valid,0
CHEMBL192528,train_valid,0
CHEMBL413562,train_valid,0
CHEMBL1944832,train_valid,0
CHEMBL390742,train_valid,0
CHEMBL23034,train_valid,0
CHEMBL1947087,train_valid,0
CHEMBL1214060,train_valid,0
CHEMBL462410,train_valid,0
CHEMBL4226242,train_valid,0
CHEMBL205082,train_valid,0
CHEMBL1947099,train_valid,0
CHEMBL525952,train_valid,0
CHEMBL203562,train_valid,0
CHEMBL205028,train_valid,0
CHEMBL2206515,train_valid,0
CHEMBL602235,train_valid,0
CHEMBL576063,train_valid,0
CHEMBL28394,train_valid,0
CHEMBL353333,train_valid,0
CHEMBL2206525,train_valid,0
CHEMBL566000,train_valid,0
CHEMBL238867,train_valid,0
CHEMBL3105243,train_valid,0
CHEMBL201960,train_valid,0
CHEMBL14924,train_valid,0
CHEMBL2338047,train_valid,0
CHEMBL22183,train_valid,0
CHEMBL528995,train_valid,0
CHEMBL278165,train_valid,0
CHEMBL1818442,train_valid,0
CHEMBL2337588,train_valid,0
CHEMBL1214059,train_valid,0
CHEMBL2338046,train_valid,0
CHEMBL14257,train_valid,0
CHEMBL203563,train_valid,0
CHEMBL2337596,train_valid,0
CHEMBL2206528,train_valid,0
CHEMBL2337593,train_valid,0
CHEMBL1643897,train_valid,0
CHEMBL2206527,train_valid,0
CHEMBL565845,train_valid,0
CHEMBL1944829,train_valid,0
CHEMBL599241,train_valid,0
CHEMBL253182,train_valid,0
CHEMBL1947089,train_valid,0
CHEMBL565844,train_valid,0
CHEMBL567481,train_valid,0
CHEMBL2337586,train_valid,0
CHEMBL565593,train_valid,0
CHEMBL2338043,train_valid,0
CHEMBL66068,train_valid,0
CHEMBL382768,train_valid,0
CHEMBL365649,train_valid,0
CHEMBL192619,train_valid,0
CHEMBL51697,train_valid,0
CHEMBL2048520,train_valid,0
CHEMBL2206523,train_valid,0
CHEMBL1944970,train_valid,0
CHEMBL611990,train_valid,0
CHEMBL192824,train_valid,0
CHEMBL204538,train_valid,0
CHEMBL462585,train_valid,0
CHEMBL2338050,train_valid,0
CHEMBL592696,train_valid,0
CHEMBL566832,train_valid,0
CHEMBL3298876,train_valid,0
CHEMBL14613,train_valid,0
CHEMBL2338040,train_valid,0
CHEMBL14531,train_valid,0
CHEMBL143707,train_valid,0
CHEMBL566001,train_valid,0
CHEMBL1214006,train_valid,0
CHEMBL203403,train_valid,0
CHEMBL1947098,train_valid,0
CHEMBL566830,train_valid,0
CHEMBL398370,train_valid,0
CHEMBL2338034,train_valid,0
CHEMBL2112916,train_valid,0
CHEMBL555491,train_valid,0
CHEMBL290106,train_valid,0
CHEMBL203640,train_valid,0
CHEMBL400964,train_valid,0
CHEMBL2337604,train_valid,0
CHEMBL578612,train_valid,0
CHEMBL195585,train_valid,0
CHEMBL173427,train_valid,0
CHEMBL2206508,train_valid,0
CHEMBL335423,train_valid,0
CHEMBL190860,train_valid,0
CHEMBL558086,train_valid,0
CHEMBL2338032,train_valid,0
CHEMBL239297,train_valid,0
CHEMBL567480,train_valid,0
CHEMBL597608,train_valid,0
CHEMBL1944974,train_valid,0
CHEMBL2338045,train_valid,0
CHEMBL1947090,train_valid,0
CHEMBL565594,train_valid,0
CHEMBL894,train_valid,0
CHEMBL2338036,train_valid,0
CHEMBL1944830,train_valid,0
CHEMBL2206307,train_valid,0
CHEMBL1944827,train_valid,0
CHEMBL238868,train_valid,0
CHEMBL2337603,train_valid,0
CHEMBL1947100,train_valid,0
CHEMBL608703,train_valid,0
CHEMBL379679,train_valid,0
CHEMBL2113217,train_valid,0
CHEMBL1945245,train_valid,0
CHEMBL599242,train_valid,0
CHEMBL2338039,train_valid,0
CHEMBL1944979,train_valid,0
CHEMBL394157,train_valid,0
CHEMBL104673,train_valid,0
CHEMBL592375,train_valid,0
CHEMBL202846,train_valid,0
CHEMBL107077,train_valid,0
CHEMBL606120,train_valid,0
CHEMBL2337607,train_valid,0
CHEMBL2337587,train_valid,0
CHEMBL2206534,train_valid,0
CHEMBL1944640,train_valid,0
CHEMBL2113055,train_valid,0
CHEMBL242338,train_valid,0
CHEMBL241647,train_valid,0
CHEMBL380699,train_valid,0
CHEMBL538876,train_valid,0
CHEMBL379446,train_valid,0
CHEMBL578611,train_valid,0
CHEMBL2206510,train_valid,0
CHEMBL428706,train_valid,0
CHEMBL1945780,train_valid,0
CHEMBL598216,train_valid,0
CHEMBL2206519,train_valid,0
CHEMBL566207,train_valid,0
CHEMBL2206529,train_valid,0
CHEMBL190700,train_valid,0
CHEMBL1945251,train_valid,0
CHEMBL385173,train_valid,0
CHEMBL2337602,train_valid,0
CHEMBL186306,train_valid,0
CHEMBL2206509,train_valid,0
CHEMBL553937,train_valid,0
CHEMBL187935,train_valid,0
CHEMBL2338048,train_valid,0
CHEMBL2048519,train_valid,0
CHEMBL597190,train_valid,0
CHEMBL202348,train_valid,0
CHEMBL2048525,train_valid,0
CHEMBL2338042,train_valid,0
CHEMBL2337608,train_valid,0
CHEMBL2021581,train_valid,0
CHEMBL253184,train_valid,0
CHEMBL1944976,train_valid,0
CHEMBL1214007,train_valid,0
CHEMBL1947091,train_valid,0
CHEMBL2338051,train_valid,0
CHEMBL2206517,train_valid,0
CHEMBL1944824,train_valid,0
CHEMBL2338053,train_valid,0
CHEMBL2206507,train_valid,0
CHEMBL1945252,train_valid,0
CHEMBL1944980,train_valid,0
CHEMBL814,train_valid,0
CHEMBL1945247,train_valid,0
CHEMBL4066427,train_valid,0
CHEMBL2048521,train_valid,0
CHEMBL59,train_valid,0
CHEMBL132683,train_valid,0
CHEMBL2112915,train_valid,0
CHEMBL565382,train_valid,0
CHEMBL203488,train_valid,0
CHEMBL241228,train_valid,0
CHEMBL184807,train_valid,0
CHEMBL1944828,train_valid,0
CHEMBL273575,train_valid,0
CHEMBL1944971,train_valid,0
CHEMBL185608,train_valid,0
CHEMBL393625,train_valid,0
CHEMBL1289,train_valid,0
CHEMBL2206521,train_valid,0
CHEMBL157455,train_valid,0
CHEMBL565397,train_valid,0
CHEMBL2337589,train_valid,0
CHEMBL1944972,train_valid,0
CHEMBL576622,train_valid,0
CHEMBL218082,train_valid,0
CHEMBL2337598,train_valid,0
CHEMBL365812,train_valid,0
CHEMBL230000,train_valid,0
CHEMBL1944978,train_valid,0
CHEMBL462431,train_valid,0
CHEMBL2206520,train_valid,0
CHEMBL239079,train_valid,0
CHEMBL202409,train_valid,0
CHEMBL488638,train_valid,0
CHEMBL1945246,train_valid,0
CHEMBL2048523,train_valid,0
CHEMBL201978,train_valid,0
CHEMBL216736,train_valid,0
CHEMBL2338052,train_valid,0
CHEMBL2206518,train_valid,0
CHEMBL2337597,train_valid,0
CHEMBL2079586,train_valid,0
CHEMBL568140,train_valid,0
CHEMBL2338038,train_valid,0
CHEMBL599638,train_valid,0
CHEMBL14305,train_valid,0
CHEMBL599845,train_valid,0
CHEMBL2206531,train_valid,0
CHEMBL235569,train_valid,0
CHEMBL2206535,train_valid,0
CHEMBL348552,train_valid,0
CHEMBL2338037,train_valid,0
CHEMBL241646,train_valid,0
CHEMBL1085567,train_valid,1
CHEMBL611677,train_valid,1
CHEMBL436132,train_valid,1
CHEMBL383879,train_valid,1
CHEMBL596715,train_valid,1
CHEMBL221903,train_valid,1
CHEMBL1085959,train_valid,1
CHEMBL1078076,train_valid,1
CHEMBL512636,train_valid,1
CHEMBL436673,train_valid,1
CHEMBL599592,train_valid,1
CHEMBL1078742,train_valid,1
CHEMBL229381,train_valid,1
CHEMBL1173594,train_valid,1
CHEMBL260258,train_valid,1
CHEMBL1080788,train_valid,1
CHEMBL478834,train_valid,1
CHEMBL198177,train_valid,1
CHEMBL1078163,train_valid,1
CHEMBL596714,train_valid,1
CHEMBL264680,train_valid,1
CHEMBL390743,train_valid,1
CHEMBL407732,train_valid,1
CHEMBL341898,train_valid,1
CHEMBL223166,train_valid,1
CHEMBL1173087,train_valid,1
CHEMBL3940791,train_valid,1
CHEMBL1173752,train_valid,1
CHEMBL220766,train_valid,1
CHEMBL516094,train_valid,1
CHEMBL1173751,train_valid,1
CHEMBL1083426,train_valid,1
CHEMBL1179011,train_valid,1
CHEMBL1172381,train_valid,1
CHEMBL359025,train_valid,1
CHEMBL3704758,train_valid,1
CHEMBL218568,train_valid,1
CHEMBL3946788,train_valid,1
CHEMBL515936,train_valid,1
CHEMBL344116,train_valid,1
CHEMBL250008,train_valid,1
CHEMBL219116,train_valid,1
CHEMBL1254439,train_valid,1
CHEMBL26478,train_valid,1
CHEMBL1173342,train_valid,1
CHEMBL198706,train_valid,1
CHEMBL2062931,train_valid,1
CHEMBL218894,train_valid,1
CHEMBL1086275,train_valid,1
CHEMBL384199,train_valid,1
CHEMBL28149,train_valid,1
CHEMBL219048,train_valid,1
CHEMBL232671,train_valid,1
CHEMBL398559,train_valid,1
CHEMBL387117,train_valid,1
CHEMBL3704752,train_valid,1
CHEMBL27646,train_valid,1
CHEMBL1077638,train_valid,1
CHEMBL196368,train_valid,1
CHEMBL3974108,train_valid,1
CHEMBL1084577,train_valid,1
CHEMBL511718,train_valid,1
CHEMBL214335,train_valid,1
CHEMBL3704748,train_valid,1
CHEMBL1173412,train_valid,1
CHEMBL258292,train_valid,1
CHEMBL270366,train_valid,1
CHEMBL2062933,train_valid,1
CHEMBL1173530,train_valid,1
CHEMBL424496,train_valid,1
CHEMBL1079265,train_valid,1
CHEMBL597530,train_valid,1
CHEMBL598767,train_valid,1
CHEMBL373233,train_valid,1
CHEMBL227232,train_valid,1
CHEMBL218849,train_valid,1
CHEMBL1078164,train_valid,1
CHEMBL466145,train_valid,1
CHEMBL1084033,train_valid,1
CHEMBL147950,train_valid,1
CHEMBL194574,train_valid,1
CHEMBL281594,train_valid,1
CHEMBL3916301,train_valid,1
CHEMBL217975,train_valid,1
CHEMBL232867,train_valid,1
CHEMBL356552,train_valid,1
CHEMBL218847,train_valid,1
CHEMBL220801,train_valid,1
CHEMBL220247,train_valid,1
CHEMBL344513,train_valid,1
CHEMBL514232,train_valid,1
CHEMBL232866,train_valid,1
CHEMBL1641691,train_valid,1
CHEMBL478836,train_valid,1
CHEMBL3949173,train_valid,1
CHEMBL227231,train_valid,1
CHEMBL356981,train_valid,1
CHEMBL3912652,train_valid,1
CHEMBL262357,train_valid,1
CHEMBL370063,train_valid,1
CHEMBL194907,train_valid,1
CHEMBL218262,train_valid,1
CHEMBL796,train_valid,1
CHEMBL198038,train_valid,1
CHEMBL1078170,train_valid,1
CHEMBL232674,train_valid,1
CHEMBL260259,train_valid,1
CHEMBL3982551,train_valid,1
CHEMBL249215,train_valid,1
CHEMBL198176,train_valid,1
CHEMBL146615,train_valid,1
CHEMBL229699,train_valid,1
CHEMBL1173416,train_valid,1
CHEMBL229436,train_valid,1
CHEMBL213754,train_valid,1
CHEMBL1173414,train_valid,1
CHEMBL1173533,train_valid,1
CHEMBL1170233,train_valid,1
CHEMBL1078741,train_valid,1
CHEMBL264159,train_valid,1
CHEMBL218999,train_valid,1
CHEMBL3965642,train_valid,1
CHEMBL468376,train_valid,1
CHEMBL440584,train_valid,1
CHEMBL574008,train_valid,1
CHEMBL427563,train_valid,1
CHEMBL1078743,train_valid,1
CHEMBL386493,train_valid,1
CHEMBL404885,train_valid,1
CHEMBL3704756,train_valid,1
CHEMBL1086273,train_valid,1
CHEMBL3975077,train_valid,1
CHEMBL573531,train_valid,1
CHEMBL569364,train_valid,1
CHEMBL401651,train_valid,1
CHEMBL388612,train_valid,1
CHEMBL226933,train_valid,1
CHEMBL598560,train_valid,1
CHEMBL1078162,train_valid,1
CHEMBL1173754,train_valid,1
CHEMBL1169622,train_valid,1
CHEMBL469165,train_valid,1
CHEMBL221067,train_valid,1
CHEMBL227233,train_valid,1
CHEMBL220765,train_valid,1
CHEMBL296602,train_valid,1
CHEMBL608148,train_valid,1
CHEMBL573971,train_valid,1
CHEMBL220195,train_valid,1
CHEMBL399228,train_valid,1
CHEMBL1083425,train_valid,1
CHEMBL476116,train_valid,1
CHEMBL219703,train_valid,1
CHEMBL219335,train_valid,1
CHEMBL1172760,train_valid,1
CHEMBL1744173,train_valid,1
CHEMBL2113279,train_valid,1
CHEMBL3897671,train_valid,1
CHEMBL232675,train_valid,1
CHEMBL386073,train_valid,1
CHEMBL196110,train_valid,1
CHEMBL218581,train_valid,1
CHEMBL1084309,train_valid,1
CHEMBL438450,train_valid,1
CHEMBL14370,train_valid,1
CHEMBL219334,train_valid,1
CHEMBL147983,train_valid,1
CHEMBL1078073,train_valid,1
CHEMBL249214,train_valid,1
CHEMBL1078312,train_valid,1
CHEMBL467432,train_valid,1
CHEMBL583750,train_valid,1
CHEMBL449235,train_valid,1
CHEMBL597531,train_valid,1
CHEMBL1077647,train_valid,1
CHEMBL1173753,train_valid,1
CHEMBL356531,train_valid,1
CHEMBL196365,train_valid,1
CHEMBL1080969,train_valid,1
CHEMBL145940,train_valid,1
CHEMBL218174,train_valid,1
CHEMBL194781,train_valid,1
CHEMBL477571,train_valid,1
CHEMBL1083708,train_valid,1
CHEMBL549509,train_valid,1
CHEMBL219540,train_valid,1
CHEMBL401070,train_valid,1
CHEMBL272002,train_valid,1
CHEMBL1085321,train_valid,1
CHEMBL468573,train_valid,1
CHEMBL376737,train_valid,1
CHEMBL380559,train_valid,1
CHEMBL517978,train_valid,1
CHEMBL1173085,train_valid,1
CHEMBL1173086,train_valid,1
CHEMBL218193,train_valid,1
CHEMBL1080787,train_valid,1
CHEMBL1173519,train_valid,1
CHEMBL3704753,train_valid,1
CHEMBL1173415,train_valid,1
CHEMBL197960,train_valid,1
CHEMBL468212,train_valid,1
CHEMBL3957797,train_valid,1
CHEMBL1080790,train_valid,1
CHEMBL3704751,train_valid,1
CHEMBL1078169,train_valid,1
CHEMBL573897,train_valid,1
CHEMBL388832,train_valid,1
CHEMBL388760,train_valid,1
CHEMBL394585,train_valid,1
CHEMBL148104,train_valid,1
CHEMBL198275,train_valid,1
CHEMBL232672,train_valid,1
CHEMBL258291,train_valid,1
CHEMBL1080069,train_valid,1
CHEMBL404956,train_valid,1
CHEMBL194310,train_valid,1
CHEMBL197643,train_valid,1
CHEMBL219649,train_valid,1
CHEMBL282380,train_valid,1
CHEMBL466936,train_valid,1
CHEMBL477783,train_valid,1
CHEMBL396083,train_valid,1
CHEMBL3704754,train_valid,1
CHEMBL196751,train_valid,1
CHEMBL249213,train_valid,1
CHEMBL609904,train_valid,1
CHEMBL384649,train_valid,1
CHEMBL146042,train_valid,1
CHEMBL3704749,train_valid,1
CHEMBL575930,train_valid,1
CHEMBL408230,train_valid,1
CHEMBL264160,train_valid,1
CHEMBL264173,train_valid,1
CHEMBL375131,train_valid,1
CHEMBL3912176,train_valid,1
CHEMBL227180,train_valid,1
CHEMBL199116,train_valid,1
CHEMBL401550,train_valid,1
CHEMBL1419,train_valid,1
CHEMBL385607,train_valid,1
CHEMBL1253735,train_valid,1
CHEMBL374769,train_valid,1
CHEMBL405349,train_valid,1
CHEMBL218848,train_valid,1
CHEMBL180101,train_valid,1
CHEMBL26477,train_valid,1
CHEMBL27490,train_valid,1
CHEMBL573769,train_valid,1
CHEMBL598562,train_valid,1
CHEMBL198655,train_valid,1
CHEMBL264418,train_valid,1
CHEMBL408868,train_valid,1
CHEMBL3704750,train_valid,1
CHEMBL468211,train_valid,1
CHEMBL574629,train_valid,1
CHEMBL555121,train_valid,1
CHEMBL405017,train_valid,1
CHEMBL827,train_valid,1
CHEMBL260823,train_valid,1
CHEMBL403956,train_valid,1
CHEMBL226984,train_valid,1
CHEMBL600854,train_valid,1
CHEMBL466187,train_valid,1
CHEMBL3704755,train_valid,1
CHEMBL505592,train_valid,1
CHEMBL3640036,train_valid,1
CHEMBL376113,train_valid,1
CHEMBL1202031,train_valid,1
CHEMBL1173532,train_valid,1
CHEMBL220713,train_valid,1
CHEMBL1253709,train_valid,1
CHEMBL375685,train_valid,1
CHEMBL217987,train_valid,1
CHEMBL372318,train_valid,1
CHEMBL3903154,train_valid,1
CHEMBL476312,train_valid,1
CHEMBL147040,train_valid,1
CHEMBL218997,train_valid,1
CHEMBL476313,train_valid,1
CHEMBL199093,train_valid,1
CHEMBL1083405,train_valid,1
CHEMBL507723,train_valid,1
CHEMBL146332,train_valid,1
CHEMBL1237064,train_valid,1
CHEMBL403441,train_valid,1
CHEMBL2062932,train_valid,1
CHEMBL1086274,train_valid,1
CHEMBL429759,train_valid,1
CHEMBL598561,train_valid,1
CHEMBL261076,train_valid,1
CHEMBL3986502,train_valid,1
CHEMBL263373,train_valid,1
CHEMBL198033,train_valid,1
CHEMBL219224,train_valid,1
CHEMBL1173413,train_valid,1
CHEMBL1788140,train_valid,1
CHEMBL198960,train_valid,1
CHEMBL401069,train_valid,1
CHEMBL26320,train_valid,1
CHEMBL513858,train_valid,1
CHEMBL514560,train_valid,1
CHEMBL194205,train_valid,1
CHEMBL198011,train_valid,1
CHEMBL388759,train_valid,1
CHEMBL245061,train_valid,1
CHEMBL272003,train_valid,1
CHEMBL227179,train_valid,1
CHEMBL512280,train_valid,1
CHEMBL261465,train_valid,1
CHEMBL403363,train_valid,1
CHEMBL478835,train_valid,1
CHEMBL597135,train_valid,1
CHEMBL478622,train_valid,1
CHEMBL376852,train_valid,1
CHEMBL344110,train_valid,1
CHEMBL374634,train_valid,1
CHEMBL408329,train_valid,1
CHEMBL599371,train_valid,1
CHEMBL265951,train_valid,1
CHEMBL1083427,train_valid,1
CHEMBL1173520,train_valid,1
CHEMBL1084971,train_valid,1
CHEMBL403251,train_valid,1
CHEMBL3704757,train_valid,1
CHEMBL597134,train_valid,1
CHEMBL145810,train_valid,1
CHEMBL498564,train_valid,2
CHEMBL236473,train_valid,2
CHEMBL464422,train_valid,2
CHEMBL77867,train_valid,2
CHEMBL323678,train_valid,2
CHEMBL584173,train_valid,2
CHEMBL2321998,train_valid,2
CHEMBL313041,train_valid,2
CHEMBL1224491,train_valid,2
CHEMBL1818452,train_valid,2
CHEMBL498774,train_valid,2
CHEMBL246388,train_valid,2
CHEMBL4793161,train_valid,2
CHEMBL503609,train_valid,2
CHEMBL378536,train_valid,2
CHEMBL380406,train_valid,2
CHEMBL186056,train_valid,2
CHEMBL1818463,train_valid,2
CHEMBL1818465,train_valid,2
CHEMBL559319,train_valid,2
CHEMBL204586,train_valid,2
CHEMBL442924,train_valid,2
CHEMBL207807,train_valid,2
CHEMBL380383,train_valid,2
CHEMBL497549,train_valid,2
CHEMBL1645617,train_valid,2
CHEMBL132955,train_valid,2
CHEMBL1080556,train_valid,2
CHEMBL1645616,train_valid,2
CHEMBL235189,train_valid,2
CHEMBL2326694,train_valid,2
CHEMBL207886,train_valid,2
CHEMBL235833,train_valid,2
CHEMBL3753318,train_valid,2
CHEMBL1645611,train_valid,2
CHEMBL1224321,train_valid,2
CHEMBL205025,train_valid,2
CHEMBL380890,train_valid,2
CHEMBL257909,train_valid,2
CHEMBL3752576,train_valid,2
CHEMBL326713,train_valid,2
CHEMBL459176,train_valid,2
CHEMBL336940,train_valid,2
CHEMBL1645596,train_valid,2
CHEMBL1082210,train_valid,2
CHEMBL551935,train_valid,2
CHEMBL396840,train_valid,2
CHEMBL447750,train_valid,2
CHEMBL216015,train_valid,2
CHEMBL456639,train_valid,2
CHEMBL397520,train_valid,2
CHEMBL381842,train_valid,2
CHEMBL487355,train_valid,2
CHEMBL1080155,train_valid,2
CHEMBL552938,train_valid,2
CHEMBL1818458,train_valid,2
CHEMBL583332,train_valid,2
CHEMBL512736,train_valid,2
CHEMBL204530,train_valid,2
CHEMBL418971,train_valid,2
CHEMBL460406,train_valid,2
CHEMBL457967,train_valid,2
CHEMBL1172526,train_valid,2
CHEMBL594585,train_valid,2
CHEMBL234127,train_valid,2
CHEMBL477572,train_valid,2
CHEMBL3752900,train_valid,2
CHEMBL1645600,train_valid,2
CHEMBL383071,train_valid,2
CHEMBL235351,train_valid,2
CHEMBL550469,train_valid,2
CHEMBL208444,train_valid,2
CHEMBL1169916,train_valid,2
CHEMBL457931,train_valid,2
CHEMBL1081212,train_valid,2
CHEMBL1645603,train_valid,2
CHEMBL1080926,train_valid,2
CHEMBL457966,train_valid,2
CHEMBL574427,train_valid,2
CHEMBL1645614,train_valid,2
CHEMBL1818453,train_valid,2
CHEMBL208067,train_valid,2
CHEMBL232498,train_valid,2
CHEMBL463387,train_valid,2
CHEMBL483316,train_valid,2
CHEMBL447825,train_valid,2
CHEMBL1171425,train_valid,2
CHEMBL4758039,train_valid,2
CHEMBL396838,train_valid,2
CHEMBL476954,train_valid,2
CHEMBL1175,train_valid,2
CHEMBL556093,train_valid,2
CHEMBL452928,train_valid,2
CHEMBL1224402,train_valid,2
CHEMBL4744589,train_valid,2
CHEMBL425589,train_valid,2
CHEMBL2321999,train_valid,2
CHEMBL2321996,train_valid,2
CHEMBL589086,train_valid,2
CHEMBL4204449,train_valid,2
CHEMBL396839,train_valid,2
CHEMBL514759,train_valid,2
CHEMBL473966,train_valid,2
CHEMBL462311,train_valid,2
CHEMBL2321997,train_valid,2
CHEMBL513258,train_valid,2
CHEMBL598346,train_valid,2
CHEMBL551818,train_valid,2
CHEMBL204060,train_valid,2
CHEMBL551471,train_valid,2
CHEMBL564021,train_valid,2
CHEMBL401867,train_valid,2
CHEMBL1818464,train_valid,2
CHEMBL3126730,train_valid,2
CHEMBL2326686,train_valid,2
CHEMBL4205254,train_valid,2
CHEMBL562802,train_valid,2
CHEMBL208232,train_valid,2
CHEMBL186962,train_valid,2
CHEMBL383873,train_valid,2
CHEMBL1945126,train_valid,2
CHEMBL4751312,train_valid,2
CHEMBL424682,train_valid,2
CHEMBL381056,train_valid,2
CHEMBL1170210,train_valid,2
CHEMBL4203894,train_valid,2
CHEMBL1082211,train_valid,2
CHEMBL1818461,train_valid,2
CHEMBL1945127,train_valid,2
CHEMBL497550,train_valid,2
CHEMBL3084884,train_valid,2
CHEMBL451652,train_valid,2
CHEMBL212452,train_valid,2
CHEMBL207860,train_valid,2
CHEMBL575077,train_valid,2
CHEMBL4216117,train_valid,2
CHEMBL456017,train_valid,2
CHEMBL403377,train_valid,2
CHEMBL377785,train_valid,2
CHEMBL2326688,train_valid,2
CHEMBL119605,train_valid,2
CHEMBL396386,train_valid,2
CHEMBL1818454,train_valid,2
CHEMBL132954,train_valid,2
CHEMBL438682,train_valid,2
CHEMBL583752,train_valid,2
CHEMBL1818455,train_valid,2
CHEMBL1082209,train_valid,2
CHEMBL133902,train_valid,2
CHEMBL30713,train_valid,2
CHEMBL393386,train_valid,2
CHEMBL1516187,train_valid,2
CHEMBL383682,train_valid,2
CHEMBL1172524,train_valid,2
CHEMBL511500,train_valid,2
CHEMBL1169912,train_valid,2
CHEMBL1170209,train_valid,2
CHEMBL1171391,train_valid,2
CHEMBL1080907,train_valid,2
CHEMBL1170795,train_valid,2
CHEMBL394470,train_valid,2
CHEMBL564059,train_valid,2
CHEMBL560535,train_valid,2
CHEMBL589177,train_valid,2
CHEMBL1818467,train_valid,2
CHEMBL392927,train_valid,2
CHEMBL202644,train_valid,2
CHEMBL204814,train_valid,2
CHEMBL1373,train_valid,2
CHEMBL1170374,train_valid,2
CHEMBL1076586,train_valid,2
CHEMBL1645604,train_valid,2
CHEMBL561599,train_valid,2
CHEMBL589179,train_valid,2
CHEMBL493384,train_valid,2
CHEMBL564285,train_valid,2
CHEMBL517305,train_valid,2
CHEMBL482903,train_valid,2
CHEMBL208251,train_valid,2
CHEMBL1172525,train_valid,2
CHEMBL4207658,train_valid,2
CHEMBL1645613,train_valid,2
CHEMBL781,train_valid,2
CHEMBL1818468,train_valid,2
CHEMBL1224490,train_valid,2
CHEMBL574004,train_valid,2
CHEMBL1081254,train_valid,2
CHEMBL1818457,train_valid,2
CHEMBL324967,train_valid,2
CHEMBL512551,train_valid,2
CHEMBL236422,train_valid,2
CHEMBL1224320,train_valid,2
CHEMBL595063,train_valid,2
CHEMBL4742878,train_valid,2
CHEMBL440878,train_valid,2
CHEMBL1081648,train_valid,2
CHEMBL520301,train_valid,2
CHEMBL2326685,train_valid,2
CHEMBL476942,train_valid,2
CHEMBL4202787,train_valid,2
