"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL232879";"";"None";"261.28";"0";"3.10";"7q";"COC(=O)C1=C(c2cccc([N+](=O)[O-])c2)CCCC1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL893353";"Inhibition of [3H]DA uptake in human DAT expressed in COS1 cell membrane";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-1";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148012";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3308351";"";""
"CHEMBL438321";"";"None";"284.28";"0";"4.21";"7n";"COC(=O)C1=C(c2ccc(C(F)(F)F)cc2)CCCC1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL893353";"Inhibition of [3H]DA uptake in human DAT expressed in COS1 cell membrane";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-1";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148012";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"CHEMBL3308351";"";""
"CHEMBL401550";"";"None";"276.77";"0";"3.90";"26";"Cc1cc(Oc2ccccc2Cl)c(CN(C)C)cn1";"Ki";"'='";"1160.0";"nM";"5.94";"";"";"UO_0000065";"21.45";"0.43";"2.04";"23.41";"0";"CHEMBL950331";"Inhibition of [3H]WIN-35428 uptake in human DAT transfected HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144031";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";""
"CHEMBL256293";"";"None";"304.82";"0";"4.46";"5";"CCc1cc(Cl)ccc1Oc1cc(C)ncc1CN(C)C";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL950331";"Inhibition of [3H]WIN-35428 uptake in human DAT transfected HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144031";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";""
"CHEMBL313041";"";"None";"286.33";"0";"2.12";"19";"COc1ccc(C2=NNC(=O)C3CC=CCC23)cc1OC";"Ki";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1023032";"Displacement of [125I]RTI-55 from human recombinant DAT expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152805";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";""
"CHEMBL41";"FLUOXETINE";"4.0";"309.33";"0";"4.44";"Fluoxetine";"CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1";"Ki";"'='";"6670.0";"nM";"5.18";"";"";"UO_0000065";"16.73";"0.32";"0.74";"24.35";"0";"CHEMBL1023032";"Displacement of [125I]RTI-55 from human recombinant DAT expressed in HEK293 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152805";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";""
"CHEMBL1175";"DULOXETINE";"4.0";"297.42";"0";"4.63";"25";"CNCC[C@H](Oc1cccc2ccccc12)c1cccs1";"Ki";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"22.26";"0.43";"1.99";"31.14";"1";"CHEMBL670175";"Ability to inhibit the reuptake of dopamine at human dopamine transporter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136501";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL119605";"";"None";"343.45";"0";"4.35";"6";"CNCC[C@H](Oc1cccc2c(O)c(OC)ccc12)c1cccs1";"Ki";"'='";"2814.0";"nM";"5.55";"";"";"UO_0000065";"16.16";"0.32";"1.20";"10.94";"0";"CHEMBL675646";"Ability to inhibit [3H]mazindol binding to cloned human dopamine (DA) transporter";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149199";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";""
"CHEMBL257909";"";"None";"413.95";"0";"4.16";"10h";"CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1ccc(Cl)cc1";"Ki";"'='";"770.0";"nM";"6.11";"";"";"UO_0000065";"14.77";"0.29";"1.95";"13.64";"0";"CHEMBL948194";"Binding affinity to human DAT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141555";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL257221";"";"None";"439.63";"0";"4.54";"10f";"CNCc1cc(C(=O)N2CCCN(C3CC3)CC2)ccc1Oc1ccc(SC)c(C)c1";"Ki";"'='";"7700.0";"nM";"5.11";"";"";"UO_0000065";"11.63";"0.23";"0.57";"11.41";"0";"CHEMBL948194";"Binding affinity to human DAT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141555";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL408206";"";"None";"436.38";"0";"4.67";"9e";"CNCc1cc(C(=O)N2CCN(C(C)C)CC2)ccc1Oc1ccc(Cl)c(Cl)c1";"Ki";"'='";"330.0";"nM";"6.48";"";"";"UO_0000065";"14.85";"0.31";"1.81";"14.46";"0";"CHEMBL948194";"Binding affinity to human DAT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141555";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL273157";"";"None";"427.61";"0";"4.39";"9c";"CNCc1cc(C(=O)N2CCN(C(C)C)CC2)ccc1Oc1ccc(SC)c(C)c1";"Ki";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"12.62";"0.25";"1.01";"12.05";"0";"CHEMBL948194";"Binding affinity to human DAT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141555";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL1224093";"";"None";"271.36";"0";"2.91";"(+)-60";"CC(C)CC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1";"Ki";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"30.22";"0.56";"5.29";"14.19";"0";"CHEMBL1225487";"Inhibition of [3H]dopamine reuptake at dopamine transporter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221322";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1224095";"";"None";"290.37";"0";"3.18";"8b";"O=C(c1ccc2[nH]ccc2c1)C1(Cc2ccccc2)CNC1";"Ki";"'='";"794.33";"nM";"6.10";"";"";"UO_0000065";"21.01";"0.38";"2.92";"13.59";"0";"CHEMBL1225487";"Inhibition of [3H]dopamine reuptake at dopamine transporter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221322";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1224160";"";"None";"304.39";"0";"3.72";"(-)-51";"O=C(c1ccc2[nH]ccc2c1)C1(Cc2ccccc2)CCCN1";"Ki";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"24.31";"0.44";"3.68";"16.48";"0";"CHEMBL1225487";"Inhibition of [3H]dopamine reuptake at dopamine transporter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221322";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1224162";"";"None";"318.42";"0";"3.96";"52";"O=C(c1ccc2[nH]ccc2c1)C1(Cc2ccccc2)CCNCC1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"25.12";"0.46";"4.04";"17.82";"0";"CHEMBL1225487";"Inhibition of [3H]dopamine reuptake at dopamine transporter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221322";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1224492";"";"None";"288.37";"0";"3.66";"(+)-36";"CCCCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1";"Ki";"'='";"3.981";"nM";"8.40";"";"";"UO_0000065";"29.13";"0.55";"4.74";"18.71";"0";"CHEMBL1225487";"Inhibition of [3H]dopamine reuptake at dopamine transporter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221322";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";""
"CHEMBL1083708";"1-(2-(2-(DIFLUOROMETHOXY)PHENYL)-1-PHENYLETHYL)PIPERAZINE (ENANTIOMERIC MIX)";"None";"332.39";"0";"3.48";"(-)-6g";"FC(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1";"Ki";"'='";"3160.0";"nM";"5.50";"";"";"UO_0000065";"16.55";"0.31";"2.02";"22.45";"0";"CHEMBL1120511";"Displacement of [3H]dopamine from human DAT expressed in HEK293 cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155538";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";""
"CHEMBL1172850";"RAC-1-(3,4-DICHLOROPHENYL)-6-(METHOXYMETHYL)-2-AZABICYCLO[4.1.0]HEPTANE (ENANTIOMERS)";"None";"286.20";"0";"3.26";"rac-6";"COC[C@@]12CCNC[C@]1(c1ccc(Cl)c(Cl)c1)C2";"Ki";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"24.11";"0.52";"3.64";"32.46";"0";"CHEMBL1176758";"Displacement of [N-methyl-3H]WIN-35428 from human recombinant DAT expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"LLCPK";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177725";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";""
"CHEMBL592374";"AMITIFADINE";"2.0";"228.12";"0";"2.85";"DOV-21947";"Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl";"Ki";"'='";"79.43";"nM";"7.10";"";"";"UO_0000065";"31.12";"0.69";"4.25";"59.02";"0";"CHEMBL1176758";"Displacement of [N-methyl-3H]WIN-35428 from human recombinant DAT expressed in pig LLCPK cells after 2 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"LLCPK";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177725";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";""
"CHEMBL573769";"";"None";"267.37";"0";"3.73";"13a";"c1ccc(COc2ccccc2C2CCNCC2)cc1";"Ki";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"22.44";"0.41";"2.27";"28.22";"0";"CHEMBL1047379";"Displacement of [125I]RTI-55 from human DAT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL574347";"";"None";"285.36";"0";"4.39";"16h";"Cc1ccc(C2CCNCC2)c(Oc2ccc(F)cc2)c1";"Ki";"'='";"1680.0";"nM";"5.78";"";"";"UO_0000065";"20.24";"0.38";"1.38";"27.16";"0";"CHEMBL1047379";"Displacement of [125I]RTI-55 from human DAT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL573531";"";"None";"285.36";"0";"3.87";"13e";"Fc1ccc(COc2ccccc2C2CCNCC2)cc1";"Ki";"'='";"9120.0";"nM";"5.04";"";"";"UO_0000065";"17.66";"0.33";"1.17";"23.71";"0";"CHEMBL1047379";"Displacement of [125I]RTI-55 from human DAT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL575899";"";"None";"286.35";"0";"2.81";"15b";"Fc1ccccc1COc1ccccc1N1CCNCC1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1047379";"Displacement of [125I]RTI-55 from human DAT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL584173";"";"None";"271.33";"0";"4.09";"16b";"Fc1ccc(Oc2ccccc2C2CCNCC2)cc1";"Ki";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"29.06";"0.54";"3.80";"37.09";"0";"CHEMBL1047379";"Displacement of [125I]RTI-55 from human DAT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154653";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL610766";"";"None";"385.25";"0";"3.03";"2, RTI-55";"COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2C";"Ki";"'='";"3.9";"nM";"8.41";"";"";"UO_0000065";"21.83";"0.57";"5.38";"28.47";"0";"CHEMBL1044204";"Displacement of [125I]methyl 3-(4-iodophenyl)-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylate from human recombinant DAT expressed in african green monkey COS1 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-1";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152507";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3308351";"";""
"CHEMBL606809";"";"None";"416.95";"0";"3.91";"37";"CN1C2CCC1[C@@H](C(=O)OCCCCCn1ccnn1)[C@@H](c1ccc(Cl)cc1)C2";"Ki";"'='";"5.5";"nM";"8.26";"";"";"UO_0000065";"19.81";"0.39";"4.35";"13.71";"0";"CHEMBL1044204";"Displacement of [125I]methyl 3-(4-iodophenyl)-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylate from human recombinant DAT expressed in african green monkey COS1 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-1";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152507";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3308351";"";""
"CHEMBL595767";"";"None";"755.07";"2";"8.91";"26";"CN1C2CCC1[C@@H](C(=O)NCc1ccc(CNC(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(-c5ccsc5)cc3)N4C)cc1)[C@@H](c1ccc(-c3ccsc3)cc1)C2";"Ki";"'='";"93.0";"nM";"7.03";"";"";"UO_0000065";"9.31";"0.18";"-1.88";"10.87";"0";"CHEMBL1044204";"Displacement of [125I]methyl 3-(4-iodophenyl)-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylate from human recombinant DAT expressed in african green monkey COS1 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-1";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152507";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3308351";"";""
"CHEMBL595540";"";"None";"651.72";"2";"6.57";"14";"CN1C2CCC1[C@@H](C(=O)NCCC1CCN(C(=O)[C@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)CC1)[C@@H](c1ccc(Cl)cc1)C2";"Ki";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"10.35";"0.20";"0.17";"12.07";"0";"CHEMBL1044204";"Displacement of [125I]methyl 3-(4-iodophenyl)-8-methyl-8-aza-bicyclo[3.2.1]octane-2-carboxylate from human recombinant DAT expressed in african green monkey COS1 cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-1";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152507";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3308351";"";""
