"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL228386";"";"None";"480.59";"0";"3.21";"7a";"CC1(C)Oc2ccc(C(=O)NCCc3ccccc3)cc2[C@@H](NS(=O)(=O)c2ccccc2)[C@@H]1O";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL889046";"Inhibition of human Kv1.5 channel expressed in mouse L929 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"L929";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145354";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307946";"";""
"CHEMBL375475";"";"None";"337.46";"0";"3.98";"41";"O=C1CCN([C@H]2CCCC[C@@H]2OCCc2cccc3ccccc23)C1";"IC50";"'='";"7700.0";"nM";"5.11";"";"";"UO_0000065";"15.15";"0.28";"1.13";"17.31";"0";"CHEMBL905111";"Inhibition of human potassium channel Kv1.5 by patch-clamp method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143695";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";""
"CHEMBL3262814";"";"None";"353.47";"0";"2.63";"22";"Cc1ccccc1OCCN1CCN(CC(=O)Nc2ccccc2)CC1";"IC50";"'='";"11820.0";"nM";"4.93";"";"";"UO_0000065";"13.94";"0.26";"2.30";"11.00";"0";"CHEMBL3271550";"Inhibition of human Kv1.5 channel expressed in HEK293 cells by whole cell patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259670";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";""
"CHEMBL3262833";"";"None";"430.45";"0";"2.68";"42";"O=C(CN1CCN(CCOc2ccc(OC(F)(F)F)cc2)CC1)Nc1nccs1";"IC50";"'='";"2290.0";"nM";"5.64";"";"";"UO_0000065";"13.10";"0.27";"2.96";"8.43";"0";"CHEMBL3271550";"Inhibition of human Kv1.5 channel expressed in HEK293 cells by whole cell patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259670";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";""
"CHEMBL3262803";"";"None";"385.32";"0";"3.89";"11";"O=C(c1cccs1)N1CCN(CCOc2ccc(Cl)cc2Cl)CC1";"IC50";"'='";"1480.0";"nM";"5.83";"";"";"UO_0000065";"15.13";"0.33";"1.94";"17.78";"0";"CHEMBL3271550";"Inhibition of human Kv1.5 channel expressed in HEK293 cells by whole cell patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259670";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";""
"CHEMBL3127405";"";"None";"402.42";"0";"3.46";"3a";"NC(=O)c1ccc(N(Cc2ccc(F)cc2)S(=O)(=O)c2ccccc2F)cc1";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"14.06";"0.28";"2.20";"7.03";"0";"CHEMBL3129655";"Inhibition of human Kv1.5 ion channel expressed in CHO cells by patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124894";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"CHEMBL3308072";"";""
"CHEMBL3622353";"";"None";"487.58";"0";"2.33";"17f";"COc1cccc2c1C(NC[C@]1(c3ccccc3)CC[C@H](OC(=O)NCCO)CC1)=NS2(=O)=O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3625774";"Inhibition of human KV1.5 expressed in mouse L929 cells assessed as decrease in ultrarapid potassium current amplitude";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"L929";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621160";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307946";"";""
"CHEMBL3622354";"";"None";"579.61";"1";"4.52";"17g";"CCOP(=O)(NC(=O)O[C@H]1CC[C@](CNC2=NS(=O)(=O)c3cccc(OC)c32)(c2ccccc2)CC1)OCC";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3625774";"Inhibition of human KV1.5 expressed in mouse L929 cells assessed as decrease in ultrarapid potassium current amplitude";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"L929";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621160";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307946";"";""
"CHEMBL3623052";"";"None";"534.70";"1";"2.79";"21g";"CCN(CC)S(=O)(=O)N[C@H]1CC[C@](CNC2=NS(=O)(=O)c3cccc(OC)c32)(c2ccccc2)CC1";"IC50";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"13.62";"0.28";"4.49";"6.22";"0";"CHEMBL3625774";"Inhibition of human KV1.5 expressed in mouse L929 cells assessed as decrease in ultrarapid potassium current amplitude";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"L929";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3621160";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307946";"";""
"CHEMBL148258";"";"None";"396.53";"1";"5.15";"15a";"CC(C)CCNC(=O)c1ccccc1-c1ccccc1CNC(=O)OC(C)(C)C";"IC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"13.76";"0.26";"0.31";"8.09";"0";"CHEMBL821193";"Inhibition of human voltage-gated potassium channel subunit Kv1.5 expressed in Xenopus oocytes";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Oocyte";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145963";"1";"Scientific Literature";"J Med Chem";"2003";"CHEMBL3308859";"";""
"CHEMBL3262797";"";"None";"316.43";"0";"2.58";"1";"O=C(c1cccs1)N1CCN(CCOc2ccccc2)CC1";"IC50";"'='";"37500.0";"nM";"4.43";"";"";"UO_0000065";"13.99";"0.27";"1.85";"13.50";"0";"CHEMBL3271550";"Inhibition of human Kv1.5 channel expressed in HEK293 cells by whole cell patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259670";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";""
"CHEMBL3262811";"";"None";"358.87";"0";"3.49";"19";"Cc1ccc(C(=O)N2CCN(CCOc3ccc(Cl)cc3)CC2)cc1";"IC50";"'='";"4510.0";"nM";"5.35";"";"";"UO_0000065";"14.90";"0.29";"1.86";"16.31";"0";"CHEMBL3271550";"Inhibition of human Kv1.5 channel expressed in HEK293 cells by whole cell patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259670";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";""
"CHEMBL2312920";"";"None";"360.40";"0";"4.70";"2h";"CCCN(c1cccc(C#N)c1)P(=O)(c1ccccc1)c1ccccc1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"18.59";"0.35";"2.00";"15.19";"0";"CHEMBL2319032";"Inhibition of human Kv1.5 channel expressed in CHO cells by high throughput planar patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311449";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3308072";"";""
"CHEMBL3786683";"";"None";"460.55";"1";"5.58";"11c";"Cc1c(OCF)ccc2c1C(=O)N(Cc1ccccc1-c1ccccc1)C2C(=O)NC(C)(C)C";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"12.53";"0.23";"0.19";"9.84";"0";"CHEMBL3790038";"Inhibition of human Kv1.5 channel by Rb-flux assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3784945";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";""
"CHEMBL3786542";"";"None";"398.51";"0";"4.97";"1";"CC(C)(C)NC(=O)C1c2ccccc2C(=O)N1Cc1ccccc1-c1ccccc1";"IC50";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"15.17";"0.28";"1.08";"12.24";"0";"CHEMBL3790037";"Inhibition of human Kv1.5 channel by QPatch-clamp method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3784945";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";""
"CHEMBL3787444";"";"None";"392.83";"0";"4.02";"27";"CC(CN1C(=O)c2ccccc2C1C(=O)NCC(F)F)c1ccc(Cl)cc1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"15.07";"0.30";"1.90";"11.98";"0";"CHEMBL3790037";"Inhibition of human Kv1.5 channel by QPatch-clamp method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3784945";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";""
"CHEMBL258719";"";"None";"537.68";"1";"4.17";"25";"CCc1ccc(S(=O)(=O)N[C@@H]2c3cc(C(=O)N(CC)Cc4ccc(C)cc4)cnc3OC(C)(C)[C@H]2O)cc1";"IC50";"'='";"1560.0";"nM";"5.81";"";"";"UO_0000065";"10.80";"0.21";"1.64";"5.34";"0";"CHEMBL937483";"Inhibition of human Kv1.5 channel expressed in mouse L929 cells assessed as blockade of ultra rapidly activating potassium current by voltage clamp technique";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"L929";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144831";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307946";"";""
"CHEMBL217133";"";"None";"310.40";"0";"3.75";"8i";"CCc1c(C)[nH]c2c1/C(=N/NC(=O)Nc1ccccc1)CCC2";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL907678";"Inhibition of Kv1.5 expressed in LTK- cells by whole cell patch clamp assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137272";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL384309";"";"None";"382.50";"0";"4.16";"4c";"COC(=O)CC(c1ccccc1)C(C(=O)N(C(C)C)C(C)C)c1ccncc1";"IC50";"'='";"13760.0";"nM";"4.86";"";"";"UO_0000065";"12.71";"0.24";"0.70";"8.17";"0";"CHEMBL907690";"Inhibition of Kv1.5";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL386441";"";"None";"477.61";"1";"5.43";"4o";"COC(=O)CC(c1cccc(-c2c(C)noc2C)c1)C(C(=O)N(C(C)C)C(C)C)c1cccnc1";"IC50";"'='";"113.0";"nM";"6.95";"";"";"UO_0000065";"14.55";"0.27";"1.52";"8.12";"0";"CHEMBL907690";"Inhibition of Kv1.5";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL3262813";"";"None";"339.44";"0";"2.32";"21";"O=C(CN1CCN(CCOc2ccccc2)CC1)Nc1ccccc1";"IC50";"'='";"28570.0";"nM";"4.54";"";"";"UO_0000065";"13.39";"0.25";"2.22";"10.14";"0";"CHEMBL3271550";"Inhibition of human Kv1.5 channel expressed in HEK293 cells by whole cell patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259670";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";""
"CHEMBL3262817";"";"None";"364.45";"0";"2.19";"25";"N#Cc1ccc(OCCN2CCN(CC(=O)Nc3ccccc3)CC2)cc1";"IC50";"'='";"9100.0";"nM";"5.04";"";"";"UO_0000065";"13.83";"0.25";"2.85";"7.35";"0";"CHEMBL3271550";"Inhibition of human Kv1.5 channel expressed in HEK293 cells by whole cell patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259670";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";""
"CHEMBL3262830";"";"None";"374.51";"0";"2.40";"39";"Cc1cccc(C)c1OCCN1CCN(CC(=O)Nc2nccs2)CC1";"IC50";"'='";"85930.0";"nM";"4.07";"";"";"UO_0000065";"10.86";"0.21";"1.67";"7.05";"0";"CHEMBL3271550";"Inhibition of human Kv1.5 channel expressed in HEK293 cells by whole cell patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259670";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";""
"CHEMBL218128";"";"None";"471.65";"1";"5.86";"7a";"CC(NC(=O)CC(c1ccccc1)C(C(=O)N(C(C)C)C(C)C)c1cccnc1)c1ccccc1";"IC50";"'='";"249.0";"nM";"6.60";"";"";"UO_0000065";"14.00";"0.26";"0.74";"10.60";"0";"CHEMBL907690";"Inhibition of Kv1.5";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL384095";"";"None";"502.66";"2";"5.10";"9j";"COc1ccc(CNC(=O)NCC(c2ccccc2)C(C(=O)N(C(C)C)C(C)C)c2cccnc2)cc1";"IC50";"'='";"256.0";"nM";"6.59";"";"";"UO_0000065";"13.11";"0.24";"1.49";"7.89";"0";"CHEMBL907690";"Inhibition of Kv1.5";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137271";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL3355573";"";"None";"467.51";"0";"1.33";"9g";"N[C@@H](Cn1c(=O)cnc2ccc(F)cc21)[C@H]1CC[C@H](NCc2ncc3c(n2)NC(=O)CO3)CC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3363796";"Inhibition of potassium channel Kv1.5 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352316";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";"";""
"CHEMBL3262796";"";"None";"356.37";"0";"3.61";"7k";"O=C(c1cccs1)N1CCN(c2ccc(OC(F)(F)F)cc2)CC1";"IC50";"'='";"48360.0";"nM";"4.32";"";"";"UO_0000065";"12.11";"0.25";"0.71";"13.17";"0";"CHEMBL3271550";"Inhibition of human Kv1.5 channel expressed in HEK293 cells by whole cell patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259670";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";""
"CHEMBL3262828";"";"None";"374.51";"0";"2.40";"37";"Cc1ccc(OCCN2CCN(CC(=O)Nc3nccs3)CC2)c(C)c1";"IC50";"'='";"17160.0";"nM";"4.76";"";"";"UO_0000065";"12.72";"0.25";"2.37";"8.26";"0";"CHEMBL3271550";"Inhibition of human Kv1.5 channel expressed in HEK293 cells by whole cell patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4306";"Voltage-gated potassium channel subunit Kv1.5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259670";"1";"Scientific Literature";"Eur J Med Chem";"2014";"CHEMBL3307715";"";""
