"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL270240";"";"None";"337.47";"0";"3.00";"rac-6l";"CCN(CC)C(=O)C1(c2ccccc2)CC1CNCc1cccnc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL932890";"Inhibition of human DAT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143218";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL171106";"";"None";"338.25";"0";"3.19";"4d";"COC(=O)C1C(c2cccc(Br)c2)CC2CCC1N2C";"IC50";"'='";"7.93";"nM";"8.10";"";"";"UO_0000065";"23.95";"0.55";"4.91";"27.42";"0";"CHEMBL673254";"Inhibition of [3H]3-beta-(4-fluorophenyl)tropane-2beta-carboxylic acid methyl ester binding to dopamine transporter of cynomolgus monkey striatum";"B";"BAO_0000221";"tissue-based format";"monkey";"CHEMBL3638255";"Striatum";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126629";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";""
"CHEMBL259209";"MILNACIPRAN";"4.0";"246.35";"0";"1.77";"rac-5, milnacipran";"CCN(CC)C(=O)C1(c2ccccc2)CC1CN";"IC50";"'='";"6100.0";"nM";"5.21";"";"";"UO_0000065";"21.17";"0.40";"3.44";"11.26";"0";"CHEMBL932890";"Inhibition of human DAT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143218";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";""
"CHEMBL2096858";"";"None";"293.79";"0";"3.08";"4c";"COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"25.88";"0.52";"4.52";"25.73";"0";"CHEMBL915412";"Displacement of [3H]WIN-35428 from DAT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149262";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";""
"CHEMBL566832";"";"None";"219.33";"0";"2.95";"1e";"Cc1cccc(C(=O)C(C)NC(C)(C)C)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1041761";"Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156106";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";""
"CHEMBL567479";"";"None";"335.92";"1";"5.64";"1u";"CC(C)(C)NC(CCC1CCCCC1)C(=O)c1cccc(Cl)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1041761";"Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156106";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";""
"CHEMBL566193";"";"None";"251.76";"0";"3.23";"6";"CC(C)(C)NC1CCc2ccc(Cl)cc2C1=O";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1041761";"Inhibition of [3H]dopamine reuptake at human DAT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156106";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3307715";"";""
"CHEMBL589494";"";"None";"231.34";"0";"3.05";"2cc";"Cc1cccc(C(=O)C(C)N2CCCCC2)c1";"IC50";"'='";"414.0";"nM";"6.38";"";"";"UO_0000065";"27.59";"0.51";"3.33";"31.43";"0";"CHEMBL1064404";"Inhibition of [3H]dopamine uptake at human DAT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157604";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";""
"CHEMBL563495";"";"None";"323.22";"0";"4.12";"9d, enantiomer 2";"Clc1cccc(OC(c2ccccn2)[C@H]2CCNC2)c1Cl";"IC50";"'='";"1060.0";"nM";"5.97";"";"";"UO_0000065";"18.48";"0.39";"1.85";"17.50";"0";"CHEMBL1024554";"Inhibition of [3H]DA uptake at human DAT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151858";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL469605";"";"None";"290.39";"0";"1.82";"15";"CN([C@@H]1CCNC1)S(=O)(=O)c1ccc2ccccc2c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL954295";"Inhibition of radiolabeled dopamine reuptake at human DAT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153958";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL607377";"";"None";"401.45";"0";"4.10";"O-603";"COC(=O)C1C2CC[C@H](C[C@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2C";"IC50";"'='";"2040.0";"nM";"5.69";"";"";"UO_0000065";"14.17";"0.27";"1.59";"14.68";"0";"CHEMBL673260";"Inhibition of [3H]WIN-35428 binding to the dopamine transporter (DAT) in monkey caudate-putamen.";"B";"BAO_0000221";"tissue-based format";"Cercopithecidae";"CHEMBL3638267";"Caudate-putamen";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130119";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";""
"CHEMBL1200559";"LACTIC ACID";"4.0";"90.08";"0";"-0.55";"LACTIC ACID";"CC(O)C(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909143";"DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";""
"CHEMBL1542";"AZATHIOPRINE";"4.0";"277.27";"0";"1.15";"AZATHIOPRINE";"Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909143";"DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";""
"CHEMBL141";"LAMIVUDINE";"4.0";"229.26";"0";"-0.59";"LAMIVUDINE";"Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909143";"DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";""
"CHEMBL1679";"LEUCOVORIN";"4.0";"473.45";"1";"-0.73";"LEUCOVORIN";"Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909143";"DRUGMATRIX: Dopamine Transporter radioligand binding (ligand: [125I] RTI-55)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";""
"CHEMBL130477";"";"None";"298.77";"0";"3.00";"2";"OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCCN21";"IC50";"'='";"4.2";"nM";"8.38";"";"";"UO_0000065";"28.04";"0.54";"5.38";"23.38";"1";"CHEMBL672989";"Ability to displace [3H]WIN-35428 from dopamine transporter on guinea pig striatal membrane.";"B";"BAO_0000019";"assay format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135776";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";""
"CHEMBL322605";"";"None";"294.39";"0";"4.53";"10b";"COC(=O)[C@@H]1C2CCC(C2)CC1c1ccc2ccccc2c1";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"25.82";"0.47";"3.07";"28.91";"0";"CHEMBL673259";"Inhibition of [3H]WIN-35428 binding to the dopamine transporter in cynomolgus (macaca fascicularis) monkey caudate putamen.";"B";"BAO_0000221";"tissue-based format";"Cercopithecidae";"CHEMBL3638267";"Caudate-putamen";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133606";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";""
"CHEMBL123252";"";"None";"430.64";"1";"5.68";"5";"CN(CCCc1ccccc1)CCCN(C)CCOC(c1ccccc1)c1ccccc1";"IC50";"'='";"237.0";"nM";"6.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL879869";"Inhibition of [3H]DA uptake in HEK cells expressing dopamine transporter";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132179";"1";"Scientific Literature";"J Med Chem";"1999";"CHEMBL3307715";"";""
"CHEMBL2407319";"";"None";"340.75";"0";"4.44";"5a";"CSCC(c1ccc(Cl)c(Cl)c1)C1CCNCC1.Cl";"IC50";"'='";"79.0";"nM";"7.10";"";"";"UO_0000065";"23.34";"0.54";"2.66";"59.04";"0";"CHEMBL2411003";"Displacement of [3H]-dopamine from human DAT expressed in CHO cells by TopCounting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2406994";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3308072";"";""
"CHEMBL605501";"";"None";"235.30";"0";"2.93";"2q";"CC(NC1CCCC1)C(=O)c1cccc(F)c1";"IC50";"'='";"693.0";"nM";"6.16";"";"";"UO_0000065";"26.18";"0.49";"3.23";"21.17";"0";"CHEMBL1064404";"Inhibition of [3H]dopamine uptake at human DAT expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157604";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";""
"CHEMBL432571";"";"None";"342.22";"0";"2.76";"7a";"COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2[C@@H](O)CC1N2C";"IC50";"'='";"55.1";"nM";"7.26";"";"";"UO_0000065";"21.21";"0.45";"4.50";"14.58";"0";"CHEMBL673261";"Inhibition of [3H]WIN-35428 binding to Dopamine transporter in rhesus (Macaca mulatta) or cynomolgus monkey (Macaca fascicularis) caudate-putamen";"B";"BAO_0000221";"tissue-based format";"Cercopithecidae";"CHEMBL3638267";"Caudate-putamen";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134553";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";""
"CHEMBL103936";"";"None";"262.31";"0";"4.29";"17a";"COC(=O)c1ccccc1-c1ccc2ccccc2c1";"IC50";"'='";"145.0";"nM";"6.84";"";"";"UO_0000065";"26.07";"0.47";"2.55";"26.00";"0";"CHEMBL673259";"Inhibition of [3H]WIN-35428 binding to the dopamine transporter in cynomolgus (macaca fascicularis) monkey caudate putamen.";"B";"BAO_0000221";"tissue-based format";"Cercopithecidae";"CHEMBL3638267";"Caudate-putamen";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133606";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";""
"CHEMBL1830875";"";"None";"361.47";"0";"2.51";"6";"CNC[C@H](CCN1c2ccccc2N(c2ccccc2)S1(=O)=O)OC";"IC50";"'='";"1035.0";"nM";"5.99";"";"";"UO_0000065";"16.56";"0.33";"3.48";"9.67";"0";"CHEMBL1831838";"Displacement of [3H]-WIN-35428 from human DAT expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828571";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";""
"CHEMBL1830885";"";"None";"377.44";"0";"2.41";"10b, WYE-114152";"O=S1(=O)N(CC[C@@H]2CNCCO2)c2ccccc2N1c1ccccc1F";"IC50";"'='";"2190.0";"nM";"5.66";"";"";"UO_0000065";"14.99";"0.30";"3.25";"9.15";"0";"CHEMBL1831838";"Displacement of [3H]-WIN-35428 from human DAT expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828571";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";""
"CHEMBL1830889";"";"None";"413.42";"0";"2.69";"10f";"O=S1(=O)N(CC[C@@H]2CNCCO2)c2ccccc2N1c1c(F)cc(F)cc1F";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1831838";"Displacement of [3H]-WIN-35428 from human DAT expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828571";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3308072";"";""
"CHEMBL540107";"";"None";"346.90";"0";"3.27";"(S)(+)-2";"CCOc1ccccc1C[C@@H](c1ccccc1)N1CCNCC1.Cl";"IC50";"'>'";"4000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL863614";"Inhibition of [3H]DA reuptake at DA transporter in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145304";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL598614";"";"None";"382.88";"0";"3.38";"9t";"CNC[C@@H](O)[C@H](c1cccc(F)c1)N1CC(C)(C)c2cccc(F)c21.Cl";"IC50";"'='";"22834.0";"nM";"4.64";"";"";"UO_0000065";"13.40";"0.25";"1.26";"13.07";"0";"CHEMBL1072387";"Displacement of [3H]WIN-35428 from human DAT expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157549";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308072";"";""
"CHEMBL113136";"";"None";"277.84";"0";"4.42";"7";"CN(C)C[C@H]1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1";"IC50";"'='";"165.0";"nM";"6.78";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL674127";"In vitro inhibition of DA re-uptake into synaptosome";"F";"BAO_0000221";"tissue-based format";"None";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136239";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";""
"CHEMBL2204341";"";"None";"293.48";"None";"None";"65";"COc1ccc(C(CN(C)C)[Si]2(O)CCCCC2)cc1";"IC50";"'='";"2630.0";"nM";"5.58";"";"";"UO_0000065";"19.01";"None";"None";"None";"1";"CHEMBL2208729";"Inhibition of DAT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203023";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";""
"CHEMBL119561";"O-1186";"None";"696.88";"None";"None";"26a (O-1186)";"";"IC50";"'='";"3.8";"nM";"8.42";"";"";"UO_0000065";"12.08";"None";"None";"None";"0";"CHEMBL669521";"In vitro affinity for dopamine transporter in Rhesus (Macaca mulatta) or Cynomolgus (Macaca fasicularis) monkey striata using [3H]WIN-35428 displacement.";"B";"BAO_0000357";"single protein format";"Cercopithecidae";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145865";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";""
"CHEMBL536352";"";"None";"550.82";"2";"9.38";"Adhyperforin";"CCC(C)C(=O)[C@]12C(=O)[C@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C(=O)C(CC=C(C)C)=C2O";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"10.35";"0.19";"-3.68";"7.98";"0";"CHEMBL3857905";"Inhibition of dopamine transporter (unknown origin) assessed as suppression of synaptosomal uptake of dopamine";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL238";"Dopamine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3856218";"1";"Scientific Literature";"J Nat Prod";"2016";"None";"";""
